generated_tokens,gamma,delta,green_fraction,z_score,p_value,prediction
95,0.25,5.0,0.8631578947368421,13.801728851786851,0.0,True
100,0.25,5.0,0.87,14.318286675902717,0.0,True
105,0.25,5.0,0.8761904761904762,14.81837126623999,0.0,True
110,0.25,5.0,0.8818181818181818,15.303396335256412,0.0,True
115,0.25,5.0,0.8869565217391304,15.77458973030425,0.0,True
120,0.25,5.0,0.8916666666666667,16.23302532219768,0.0,True
125,0.25,5.0,0.896,16.679648277666608,0.0,True
130,0.25,5.0,0.8923076923076924,16.912747430297234,0.0,True
135,0.25,5.0,0.8814814814814815,16.944426229498404,0.0,True
140,0.25,5.0,0.8785714285714286,17.175841283894183,0.0,True
145,0.25,5.0,0.8827586206896552,17.5963031645136,0.0,True
150,0.25,5.0,0.88,17.819090885900998,0.0,True
155,0.25,5.0,0.8838709677419355,18.224938603374614,0.0,True
160,0.25,5.0,0.8875,18.622566955175646,0.0,True
165,0.25,5.0,0.8909090909090909,19.012436121463427,0.0,True
170,0.25,5.0,0.8941176470588236,19.39496599332809,0.0,True
175,0.25,5.0,0.8971428571428571,19.77054085538091,0.0,True
180,0.25,5.0,0.9,20.13951340027857,0.0,True
185,0.25,5.0,0.9027027027027027,20.50220818693783,0.0,True
190,0.25,5.0,0.9,20.691383069609756,0.0,True
195,0.25,5.0,0.9025641025641026,21.044559968635703,0.0,True
200,0.25,5.0,0.9,21.228911104120876,0.0,True
205,0.25,5.0,0.9024390243902439,21.57328218109244,0.0,True
210,0.25,5.0,0.9047619047619048,21.912524504463885,0.0,True
5,0.25,5.0,0.8,2.840187787218772,0.0022543491824520423,False
10,0.25,5.0,0.8,4.016632088371218,2.951789024796536e-05,True
15,0.25,5.0,0.8666666666666667,5.515634344499481,1.7376207472885596e-08,True
20,0.25,5.0,0.9,6.713171133426189,9.521938793000118e-12,True
25,0.25,5.0,0.92,7.736493607140985,5.10702591327572e-15,True
30,0.25,5.0,0.9,8.221921916437786,1.1102230246251565e-16,True
35,0.25,5.0,0.9142857142857143,9.075870678421358,0.0,True
40,0.25,5.0,0.925,9.85900603509299,0.0,True
45,0.25,5.0,0.9111111111111111,10.241889293304059,0.0,True
50,0.25,5.0,0.92,10.941054184431529,0.0,True
55,0.25,5.0,0.9272727272727272,11.599634268006692,0.0,True
60,0.25,5.0,0.9166666666666666,11.925695879998878,0.0,True
65,0.25,5.0,0.9076923076923077,12.245564346074303,0.0,True
70,0.25,5.0,0.9,12.559193180030848,0.0,True
75,0.25,5.0,0.9066666666666666,13.133333333333333,0.0,True
80,0.25,5.0,0.9,13.426342266852378,0.0,True
85,0.25,5.0,0.9058823529411765,13.964801691198835,0.0,True
90,0.25,5.0,0.9111111111111111,14.484218742914393,0.0,True
95,0.25,5.0,0.9052631578947369,14.749487056201398,0.0,True
100,0.25,5.0,0.91,15.242047106606119,0.0,True
105,0.25,5.0,0.9047619047619048,15.494494670022803,0.0,True
110,0.25,5.0,0.9,15.743781841306957,0.0,True
115,0.25,5.0,0.9043478260869565,16.205295251950783,0.0,True
120,0.25,5.0,0.9083333333333333,16.654662343553465,0.0,True
125,0.25,5.0,0.912,17.092766501262066,0.0,True
130,0.25,5.0,0.9076923076923077,17.3178431771307,0.0,True
135,0.25,5.0,0.9111111111111111,17.73947262149833,0.0,True
140,0.25,5.0,0.9142857142857143,18.151741356842717,0.0,True
145,0.25,5.0,0.9103448275862069,18.363444446890213,0.0,True
150,0.25,5.0,0.9133333333333333,18.76189992748306,0.0,True
155,0.25,5.0,0.9161290322580645,19.15241639489495,0.0,True
160,0.25,5.0,0.91875,19.535437884350923,0.0,True
165,0.25,5.0,0.9212121212121213,19.911369271414415,0.0,True
170,0.25,5.0,0.9235294117647059,20.280580878868182,0.0,True
175,0.25,5.0,0.9257142857142857,20.64341241632488,0.0,True
180,0.25,5.0,0.9277777777777778,21.00017636610244,0.0,True
185,0.25,5.0,0.9297297297297298,21.351160906893845,0.0,True
190,0.25,5.0,0.9315789473684211,21.696632449509824,0.0,True
195,0.25,5.0,0.9333333333333333,22.03683784534937,0.0,True
200,0.25,5.0,0.935,22.372006317419693,0.0,True
205,0.25,5.0,0.9365853658536586,22.702351155056157,0.0,True
210,0.25,5.0,0.9333333333333333,22.868707391931398,0.0,True
5,0.25,5.0,0.8,2.840187787218772,0.0022543491824520423,False
10,0.25,5.0,0.8,4.016632088371218,2.951789024796536e-05,True
15,0.25,5.0,0.8666666666666667,5.515634344499481,1.7376207472885596e-08,True
20,0.25,5.0,0.85,6.196773353931867,2.881619387551382e-10,True
25,0.25,5.0,0.88,7.274613391789284,1.7363888105137448e-13,True
30,0.25,5.0,0.9,8.221921916437786,1.1102230246251565e-16,True
35,0.25,5.0,0.9142857142857143,9.075870678421358,0.0,True
40,0.25,5.0,0.925,9.85900603509299,0.0,True
45,0.25,5.0,0.9111111111111111,10.241889293304059,0.0,True
50,0.25,5.0,0.92,10.941054184431529,0.0,True
55,0.25,5.0,0.9090909090909091,11.288234690342083,0.0,True
60,0.25,5.0,0.9166666666666666,11.925695879998878,0.0,True
65,0.25,5.0,0.9230769230769231,12.532010295690077,0.0,True
70,0.25,5.0,0.9285714285714286,13.111245627504731,0.0,True
75,0.25,5.0,0.9333333333333333,13.666666666666666,0.0,True
80,0.25,5.0,0.925,13.9427400463467,0.0,True
85,0.25,5.0,0.9294117647058824,14.465781124066954,0.0,True
90,0.25,5.0,0.9333333333333333,14.971083238474542,0.0,True
95,0.25,5.0,0.9368421052631579,15.460305709512308,0.0,True
100,0.25,5.0,0.94,15.93486742963367,0.0,True
105,0.25,5.0,0.9428571428571428,16.39599254173322,0.0,True
110,0.25,5.0,0.9454545454545454,16.844745606433317,0.0,True
115,0.25,5.0,0.9391304347826087,17.066706295243847,0.0,True
120,0.25,5.0,0.925,17.076299364909246,0.0,True
125,0.25,5.0,0.928,17.505884724857523,0.0,True
130,0.25,5.0,0.9307692307692308,17.925486797380902,0.0,True
135,0.25,5.0,0.9259259259259259,18.136995817498292,0.0,True
140,0.25,5.0,0.9285714285714286,18.542101386022132,0.0,True
145,0.25,5.0,0.9310344827586207,18.938800408672673,0.0,True
150,0.25,5.0,0.9333333333333333,19.327585352432298,0.0,True
155,0.25,5.0,0.9354838709677419,19.708903069807153,0.0,True
160,0.25,5.0,0.93125,19.900586256021036,0.0,True
165,0.25,5.0,0.9333333333333333,20.270942531394812,0.0,True
170,0.25,5.0,0.9352941176470588,20.634826833084222,0.0,True
175,0.25,5.0,0.9257142857142857,20.64341241632488,0.0,True
180,0.25,5.0,0.9277777777777778,21.00017636610244,0.0,True
185,0.25,5.0,0.9297297297297298,21.351160906893845,0.0,True
190,0.25,5.0,0.9315789473684211,21.696632449509824,0.0,True
195,0.25,5.0,0.9333333333333333,22.03683784534937,0.0,True
200,0.25,5.0,0.935,22.372006317419693,0.0,True
205,0.25,5.0,0.9365853658536586,22.702351155056157,0.0,True
210,0.25,5.0,0.9285714285714286,22.70934357735348,0.0,True
5,0.25,5.0,0.8,2.840187787218772,0.0022543491824520423,False
10,0.25,5.0,0.8,4.016632088371218,2.951789024796536e-05,True
15,0.25,5.0,0.8666666666666667,5.515634344499481,1.7376207472885596e-08,True
20,0.25,5.0,0.9,6.713171133426189,9.521938793000118e-12,True
25,0.25,5.0,0.92,7.736493607140985,5.10702591327572e-15,True
30,0.25,5.0,0.9333333333333333,8.64355893779357,0.0,True
35,0.25,5.0,0.8857142857142857,8.685510649241946,0.0,True
40,0.25,5.0,0.9,9.49385766342288,0.0,True
45,0.25,5.0,0.8888888888888888,9.89762410697451,0.0,True
50,0.25,5.0,0.88,10.287856919689348,0.0,True
55,0.25,5.0,0.8909090909090909,10.976835112677474,0.0,True
60,0.25,5.0,0.9,11.627553482998906,0.0,True
65,0.25,5.0,0.9076923076923077,12.245564346074303,0.0,True
70,0.25,5.0,0.9142857142857143,12.83521940376779,0.0,True
75,0.25,5.0,0.92,13.4,0.0,True
80,0.25,5.0,0.925,13.9427400463467,0.0,True
85,0.25,5.0,0.9294117647058824,14.465781124066954,0.0,True
90,0.25,5.0,0.9333333333333333,14.971083238474542,0.0,True
95,0.25,5.0,0.9263157894736842,15.223366158408671,0.0,True
100,0.25,5.0,0.92,15.47298721428197,0.0,True
105,0.25,5.0,0.9238095238095239,15.945243605878012,0.0,True
110,0.25,5.0,0.9272727272727272,16.404360100382775,0.0,True
115,0.25,5.0,0.9130434782608695,16.42064801277405,0.0,True
120,0.25,5.0,0.9166666666666666,16.865480854231357,0.0,True
125,0.25,5.0,0.92,17.299325613059796,0.0,True
130,0.25,5.0,0.9230769230769231,17.72293892396417,0.0,True
135,0.25,5.0,0.9259259259259259,18.136995817498292,0.0,True
140,0.25,5.0,0.9285714285714286,18.542101386022132,0.0,True
145,0.25,5.0,0.9310344827586207,18.938800408672673,0.0,True
150,0.25,5.0,0.9333333333333333,19.327585352432298,0.0,True
155,0.25,5.0,0.9354838709677419,19.708903069807153,0.0,True
160,0.25,5.0,0.9375,20.08316044185609,0.0,True
165,0.25,5.0,0.9393939393939394,20.45072916138501,0.0,True
170,0.25,5.0,0.9411764705882353,20.81194981019224,0.0,True
175,0.25,5.0,0.9428571428571428,21.16713535289126,0.0,True
180,0.25,5.0,0.9444444444444444,21.51657414559676,0.0,True
185,0.25,5.0,0.9459459459459459,21.860532538867457,0.0,True
190,0.25,5.0,0.9473684210526315,22.19925713945986,0.0,True
195,0.25,5.0,0.9487179487179487,22.532976783706204,0.0,True
200,0.25,5.0,0.95,22.861904265976328,0.0,True
205,0.25,5.0,0.9512195121951219,23.186237858183464,0.0,True
210,0.25,5.0,0.9523809523809523,23.506162650243077,0.0,True
5,0.25,5.0,1.0,3.8729833462074166,5.3755588364734486e-05,False
10,0.25,5.0,1.0,5.477225575051661,2.1602315269930727e-08,True
15,0.25,5.0,1.0,6.7082039324993685,9.851675031313789e-12,True
20,0.25,5.0,1.0,7.745966692414833,4.6629367034256575e-15,True
25,0.25,5.0,1.0,8.660254037844386,0.0,True
30,0.25,5.0,1.0,9.486832980505138,0.0,True
35,0.25,5.0,1.0,10.246950765959598,0.0,True
40,0.25,5.0,0.95,10.2241544067631,0.0,True
45,0.25,5.0,0.9555555555555556,10.930419665963155,0.0,True
5,0.5,5.0,1.0,2.23606797749979,0.012673659338734211,False
10,0.5,5.0,1.0,3.162277660168379,0.0007827011290012509,False
15,0.5,5.0,1.0,3.8729833462074166,5.3755588364734486e-05,False
20,0.5,5.0,1.0,4.47213595499958,3.8721082155079856e-06,True
25,0.5,5.0,0.96,4.6,2.1124547024964357e-06,True
30,0.5,5.0,0.9666666666666667,5.11207720338155,1.5931777319622142e-07,True
5,0.5,5.0,1.0,2.23606797749979,0.012673659338734211,False
10,0.5,5.0,1.0,3.162277660168379,0.0007827011290012509,False
15,0.5,5.0,1.0,3.8729833462074166,5.3755588364734486e-05,False
20,0.5,5.0,0.95,4.024922359499621,2.8497058116583318e-05,True
25,0.5,5.0,0.96,4.6,2.1124547024964357e-06,True
30,0.5,5.0,0.9666666666666667,5.11207720338155,1.5931777319622142e-07,True
35,0.5,5.0,0.9714285714285714,5.578018081208209,1.2163718698943171e-08,True
40,0.5,5.0,0.925,5.375872022286244,3.810645643476107e-08,True
45,0.5,5.0,0.9111111111111111,5.515634344499481,1.7376207472885596e-08,True
50,0.5,5.0,0.92,5.939696961966999,1.4277470317125562e-09,True
55,0.5,5.0,0.9272727272727272,6.337478707154475,1.1677769862217247e-10,True
60,0.5,5.0,0.9333333333333333,6.713171133426189,9.521938793000118e-12,True
65,0.5,5.0,0.9384615384615385,7.0699798715848825,7.747136265834342e-13,True
70,0.5,5.0,0.9428571428571428,7.41041737787324,6.294964549624638e-14,True
75,0.5,5.0,0.9466666666666667,7.736493607140985,5.10702591327572e-15,True
80,0.5,5.0,0.95,8.049844718999243,4.440892098500626e-16,True
85,0.5,5.0,0.9411764705882353,8.134892168199606,2.220446049250313e-16,True
90,0.5,5.0,0.9444444444444444,8.432740427115679,0.0,True
95,0.5,5.0,0.9368421052631579,8.51562032230678,0.0,True
100,0.5,5.0,0.94,8.8,0.0,True
105,0.5,5.0,0.9333333333333333,8.880690663831652,0.0,True
110,0.5,5.0,0.9272727272727272,8.962548338908567,0.0,True
115,0.5,5.0,0.9217391304347826,9.045296639931044,0.0,True
120,0.5,5.0,0.925,9.311283477587823,0.0,True
125,0.5,5.0,0.928,9.5703709436991,0.0,True
130,0.5,5.0,0.9307692307692308,9.823049816238727,0.0,True
135,0.5,5.0,0.9259259259259259,9.89762410697451,0.0,True
140,0.5,5.0,0.9285714285714286,10.1418510567422,0.0,True
145,0.5,5.0,0.9241379310344827,10.214594022010015,0.0,True
150,0.5,5.0,0.9266666666666666,10.451156235874894,0.0,True
155,0.5,5.0,0.9225806451612903,10.522173208622736,0.0,True
160,0.5,5.0,0.91875,10.59363016156407,0.0,True
165,0.5,5.0,0.9212121212121213,10.82113532384517,0.0,True
170,0.5,5.0,0.9176470588235294,10.89090284163266,0.0,True
175,0.5,5.0,0.92,11.11215550647128,0.0,True
180,0.5,5.0,0.9166666666666666,11.180339887498947,0.0,True
185,0.5,5.0,0.918918918918919,11.39582664245402,0.0,True
190,0.5,5.0,0.9210526315789473,11.607620001760187,0.0,True
195,0.5,5.0,0.9230769230769231,11.815895421650643,0.0,True
200,0.5,5.0,0.925,12.020815280171307,0.0,True
205,0.5,5.0,0.926829268292683,12.222530175967618,0.0,True
210,0.5,5.0,0.9285714285714286,12.421180068162377,0.0,True
5,0.5,5.0,1.0,2.23606797749979,0.012673659338734211,False
10,0.5,5.0,1.0,3.162277660168379,0.0007827011290012509,False
15,0.5,5.0,0.9333333333333333,3.3565855667130946,0.00039455649450781394,False
20,0.5,5.0,0.95,4.024922359499621,2.8497058116583318e-05,True
25,0.5,5.0,0.96,4.6,2.1124547024964357e-06,True
30,0.5,5.0,0.9666666666666667,5.11207720338155,1.5931777319622142e-07,True
35,0.5,5.0,0.9142857142857143,4.901894677425396,4.745836199582243e-07,True
40,0.5,5.0,0.925,5.375872022286244,3.810645643476107e-08,True
45,0.5,5.0,0.9111111111111111,5.515634344499481,1.7376207472885596e-08,True
50,0.5,5.0,0.92,5.939696961966999,1.4277470317125562e-09,True
55,0.5,5.0,0.9272727272727272,6.337478707154475,1.1677769862217247e-10,True
60,0.5,5.0,0.9333333333333333,6.713171133426189,9.521938793000118e-12,True
65,0.5,5.0,0.9384615384615385,7.0699798715848825,7.747136265834342e-13,True
70,0.5,5.0,0.9142857142857143,6.932325934139483,2.069899807111142e-12,True
75,0.5,5.0,0.92,7.274613391789284,1.7363888105137448e-13,True
80,0.5,5.0,0.925,7.602631123499284,1.4432899320127035e-14,True
85,0.5,5.0,0.9294117647058824,7.9179617103809505,1.2212453270876722e-15,True
90,0.5,5.0,0.9333333333333333,8.221921916437786,1.1102230246251565e-16,True
95,0.5,5.0,0.9368421052631579,8.51562032230678,0.0,True
100,0.5,5.0,0.94,8.8,0.0,True
105,0.5,5.0,0.9428571428571428,9.075870678421358,0.0,True
110,0.5,5.0,0.9454545454545454,9.343933374606804,0.0,True
115,0.5,5.0,0.9478260869565217,9.604799524875233,0.0,True
120,0.5,5.0,0.95,9.85900603509299,0.0,True
125,0.5,5.0,0.952,10.107027258299048,0.0,True
130,0.5,5.0,0.9461538461538461,10.173873023961539,0.0,True
135,0.5,5.0,0.9481481481481482,10.414021886468833,0.0,True
140,0.5,5.0,0.95,10.648943609579309,0.0,True
145,0.5,5.0,0.9517241379310345,10.878957860839936,0.0,True
150,0.5,5.0,0.9533333333333334,11.104353500617075,0.0,True
155,0.5,5.0,0.9548387096774194,11.325392537525234,0.0,True
160,0.5,5.0,0.95625,11.542313459614585,0.0,True
165,0.5,5.0,0.9575757575757575,11.755334056838997,0.0,True
170,0.5,5.0,0.9588235294117647,11.964653826018978,0.0,True
175,0.5,5.0,0.96,12.170456030897117,0.0,True
180,0.5,5.0,0.9611111111111111,12.372909475498835,0.0,True
185,0.5,5.0,0.9621621621621622,12.572170037804112,0.0,True
190,0.5,5.0,0.9631578947368421,12.768382001936205,0.0,True
195,0.5,5.0,0.9641025641025641,12.961679220113735,0.0,True
200,0.5,5.0,0.965,13.152186130069783,0.0,True
205,0.5,5.0,0.9658536585365853,13.340018649198944,0.0,True
210,0.5,5.0,0.9666666666666667,13.525284963110144,0.0,True
5,0.5,5.0,1.0,2.23606797749979,0.012673659338734211,False
10,0.5,5.0,1.0,3.162277660168379,0.0007827011290012509,False
15,0.5,5.0,1.0,3.8729833462074166,5.3755588364734486e-05,False
20,0.5,5.0,0.95,4.024922359499621,2.8497058116583318e-05,True
25,0.5,5.0,0.96,4.6,2.1124547024964357e-06,True
30,0.5,5.0,0.9666666666666667,5.11207720338155,1.5931777319622142e-07,True
35,0.5,5.0,0.9714285714285714,5.578018081208209,1.2163718698943171e-08,True
40,0.5,5.0,0.975,6.00832755431992,9.372342901770025e-10,True
45,0.5,5.0,0.9555555555555556,6.111919138499425,4.922002805329839e-10,True
50,0.5,5.0,0.96,6.505382386916237,3.874800480474505e-11,True
55,0.5,5.0,0.9636363636363636,6.87683859712507,3.0597746558669314e-12,True
60,0.5,5.0,0.9666666666666667,7.229568912920511,2.4225066397320916e-13,True
65,0.5,5.0,0.9692307692307692,7.566118809941717,1.9206858326015208e-14,True
70,0.5,5.0,0.9714285714285714,7.888508821606998,1.5543122344752192e-15,True
75,0.5,5.0,0.9733333333333334,8.198373822492686,1.1102230246251565e-16,True
80,0.5,5.0,0.975,8.497058314499201,0.0,True
85,0.5,5.0,0.9647058823529412,8.568753083836919,0.0,True
90,0.5,5.0,0.9555555555555556,8.64355893779357,0.0,True
95,0.5,5.0,0.9578947368421052,8.92601166314084,0.0,True
100,0.5,5.0,0.96,9.2,0.0,True
105,0.5,5.0,0.9619047619047619,9.466230707600772,0.0,True
110,0.5,5.0,0.9636363636363636,9.725318410305041,0.0,True
115,0.5,5.0,0.9652173913043478,9.977801448171357,0.0,True
120,0.5,5.0,0.9666666666666667,10.2241544067631,0.0,True
125,0.5,5.0,0.968,10.464798134699015,0.0,True
130,0.5,5.0,0.9692307692307692,10.700107835545756,0.0,True
135,0.5,5.0,0.9703703703703703,10.930419665963155,0.0,True
140,0.5,5.0,0.9714285714285714,11.156036162416418,0.0,True
145,0.5,5.0,0.9724137931034482,11.377230739962375,0.0,True
150,0.5,5.0,0.9733333333333334,11.59425144917371,0.0,True
155,0.5,5.0,0.9741935483870968,11.807324134866732,0.0,True
160,0.5,5.0,0.975,12.01665510863984,0.0,True
165,0.5,5.0,0.9757575757575757,12.22243342333591,0.0,True
170,0.5,5.0,0.9705882352941176,12.271439821557927,0.0,True
175,0.5,5.0,0.9714285714285714,12.472827609304499,0.0,True
180,0.5,5.0,0.9722222222222222,12.671051872498808,0.0,True
185,0.5,5.0,0.972972972972973,12.866255886641635,0.0,True
190,0.5,5.0,0.9736842105263158,13.05857250198021,0.0,True
195,0.5,5.0,0.9743589743589743,13.248125169729509,0.0,True
200,0.5,5.0,0.975,13.435028842544403,0.0,True
205,0.5,5.0,0.975609756097561,13.619390767506776,0.0,True
210,0.5,5.0,0.9761904761904762,13.801311186847085,0.0,True
5,0.5,5.0,1.0,2.23606797749979,0.012673659338734211,False
10,0.5,5.0,1.0,3.162277660168379,0.0007827011290012509,False
15,0.5,5.0,0.9333333333333333,3.3565855667130946,0.00039455649450781394,False
20,0.5,5.0,0.95,4.024922359499621,2.8497058116583318e-05,True
25,0.5,5.0,0.96,4.6,2.1124547024964357e-06,True
30,0.5,5.0,0.9666666666666667,5.11207720338155,1.5931777319622142e-07,True
35,0.5,5.0,0.9714285714285714,5.578018081208209,1.2163718698943171e-08,True
40,0.5,5.0,0.95,5.692099788303082,6.2743237272400165e-09,True
45,0.5,5.0,0.9555555555555556,6.111919138499425,4.922002805329839e-10,True
50,0.5,5.0,0.96,6.505382386916237,3.874800480474505e-11,True
55,0.5,5.0,0.9636363636363636,6.87683859712507,3.0597746558669314e-12,True
60,0.5,5.0,0.9666666666666667,7.229568912920511,2.4225066397320916e-13,True
65,0.5,5.0,0.9692307692307692,7.566118809941717,1.9206858326015208e-14,True
70,0.5,5.0,0.9714285714285714,7.888508821606998,1.5543122344752192e-15,True
75,0.5,5.0,0.96,7.967433714816835,8.881784197001252e-16,True
80,0.5,5.0,0.9625,8.27345151674922,0.0,True
85,0.5,5.0,0.9647058823529412,8.568753083836919,0.0,True
90,0.5,5.0,0.9666666666666667,8.854377448471462,0.0,True
95,0.5,5.0,0.968421052631579,9.131207333557873,0.0,True
100,0.5,5.0,0.97,9.4,0.0,True
105,0.5,5.0,0.9714285714285714,9.661410722190478,0.0,True
110,0.5,5.0,0.9727272727272728,9.91601092815416,0.0,True
115,0.5,5.0,0.9739130434782609,10.16430240981942,0.0,True
120,0.5,5.0,0.975,10.406728592598157,0.0,True
125,0.5,5.0,0.976,10.643683572898999,0.0,True
130,0.5,5.0,0.9692307692307692,10.700107835545756,0.0,True
135,0.5,5.0,0.9703703703703703,10.930419665963155,0.0,True
140,0.5,5.0,0.9714285714285714,11.156036162416418,0.0,True
145,0.5,5.0,0.9724137931034482,11.377230739962375,0.0,True
150,0.5,5.0,0.9733333333333334,11.59425144917371,0.0,True
155,0.5,5.0,0.9741935483870968,11.807324134866732,0.0,True
160,0.5,5.0,0.975,12.01665510863984,0.0,True
165,0.5,5.0,0.9757575757575757,12.22243342333591,0.0,True
170,0.5,5.0,0.9764705882352941,12.424832819327401,0.0,True
175,0.5,5.0,0.9771428571428571,12.62401339850819,0.0,True
180,0.5,5.0,0.9777777777777777,12.820123070998793,0.0,True
185,0.5,5.0,0.9783783783783784,13.013298811060396,0.0,True
190,0.5,5.0,0.9789473684210527,13.203667752002213,0.0,True
195,0.5,5.0,0.9794871794871794,13.391348144537396,0.0,True
200,0.5,5.0,0.98,13.576450198781712,0.0,True
205,0.5,5.0,0.9804878048780488,13.75907682666069,0.0,True
210,0.5,5.0,0.9761904761904762,13.801311186847085,0.0,True
5,0.5,5.0,1.0,2.23606797749979,0.012673659338734211,False
10,0.5,5.0,1.0,3.162277660168379,0.0007827011290012509,False
15,0.5,5.0,1.0,3.8729833462074166,5.3755588364734486e-05,False
20,0.5,5.0,1.0,4.47213595499958,3.8721082155079856e-06,True
25,0.5,5.0,1.0,5.0,2.866515718125129e-07,True
30,0.5,5.0,1.0,5.477225575051661,2.1602315269930727e-08,True
35,0.5,5.0,1.0,5.916079783099616,1.6485266485233296e-09,True
40,0.5,5.0,1.0,6.324555320336758,1.269814253745949e-10,True
45,0.5,5.0,1.0,6.7082039324993685,9.851675031313789e-12,True
50,0.5,5.0,1.0,7.071067811865475,7.687184222504584e-13,True
55,0.5,5.0,1.0,7.416198487095663,6.0285110237146e-14,True
60,0.5,5.0,1.0,7.745966692414833,4.6629367034256575e-15,True
65,0.5,5.0,1.0,8.062257748298551,4.440892098500626e-16,True
70,0.5,5.0,1.0,8.366600265340756,0.0,True
75,0.5,5.0,1.0,8.660254037844386,0.0,True
80,0.5,5.0,1.0,8.94427190999916,0.0,True
85,0.5,5.0,1.0,9.219544457292887,0.0,True
90,0.5,5.0,1.0,9.486832980505138,0.0,True
95,0.5,5.0,1.0,9.746794344808965,0.0,True
100,0.5,5.0,1.0,10.0,0.0,True
105,0.5,5.0,1.0,10.246950765959598,0.0,True
110,0.5,5.0,1.0,10.488088481701515,0.0,True
115,0.5,5.0,1.0,10.72380529476361,0.0,True
120,0.5,5.0,1.0,10.954451150103322,0.0,True
125,0.5,5.0,1.0,11.180339887498947,0.0,True
130,0.5,5.0,1.0,11.401754250991381,0.0,True
135,0.5,5.0,1.0,11.618950038622252,0.0,True
140,0.5,5.0,1.0,11.832159566199232,0.0,True
145,0.5,5.0,1.0,12.041594578792296,0.0,True
150,0.5,5.0,1.0,12.24744871391589,0.0,True
155,0.5,5.0,1.0,12.449899597988733,0.0,True
160,0.5,5.0,1.0,12.649110640673516,0.0,True
165,0.5,5.0,1.0,12.84523257866513,0.0,True
170,0.5,5.0,1.0,13.038404810405297,0.0,True
175,0.5,5.0,1.0,13.228756555322953,0.0,True
180,0.5,5.0,1.0,13.416407864998737,0.0,True
185,0.5,5.0,1.0,13.601470508735442,0.0,True
190,0.5,5.0,1.0,13.784048752090222,0.0,True
195,0.5,5.0,1.0,13.964240043768942,0.0,True
200,0.5,5.0,0.995,14.00071426749364,0.0,True
205,0.5,5.0,0.9951219512195122,14.178135004122437,0.0,True
210,0.5,5.0,0.9952380952380953,14.353363634320969,0.0,True
5,0.5,5.0,1.0,2.23606797749979,0.012673659338734211,False
10,0.5,5.0,1.0,3.162277660168379,0.0007827011290012509,False
15,0.5,5.0,1.0,3.8729833462074166,5.3755588364734486e-05,False
20,0.5,5.0,1.0,4.47213595499958,3.8721082155079856e-06,True
25,0.5,5.0,1.0,5.0,2.866515718125129e-07,True
30,0.5,5.0,0.9666666666666667,5.11207720338155,1.5931777319622142e-07,True
35,0.5,5.0,0.9714285714285714,5.578018081208209,1.2163718698943171e-08,True
40,0.5,5.0,0.95,5.692099788303082,6.2743237272400165e-09,True
45,0.5,5.0,0.9555555555555556,6.111919138499425,4.922002805329839e-10,True
50,0.5,5.0,0.94,6.222539674441618,2.4458546299399586e-10,True
55,0.5,5.0,0.9454545454545454,6.6071586521397725,1.9588330957276412e-11,True
60,0.5,5.0,0.95,6.97137002317335,1.5694112676101213e-12,True
65,0.5,5.0,0.9538461538461539,7.3180493407633,1.2578826869003024e-13,True
70,0.5,5.0,0.9571428571428572,7.649463099740119,1.0103029524088925e-14,True
75,0.5,5.0,0.96,7.967433714816835,8.881784197001252e-16,True
80,0.5,5.0,0.9625,8.27345151674922,0.0,True
85,0.5,5.0,0.9647058823529412,8.568753083836919,0.0,True
90,0.5,5.0,0.9666666666666667,8.854377448471462,0.0,True
95,0.5,5.0,0.9578947368421052,8.92601166314084,0.0,True
100,0.5,5.0,0.94,8.8,0.0,True
105,0.5,5.0,0.9428571428571428,9.075870678421358,0.0,True
110,0.5,5.0,0.9454545454545454,9.343933374606804,0.0,True
115,0.5,5.0,0.9391304347826087,9.41829856322717,0.0,True
120,0.5,5.0,0.9416666666666667,9.676431849257934,0.0,True
125,0.5,5.0,0.944,9.928141820099066,0.0,True
130,0.5,5.0,0.9461538461538461,10.173873023961539,0.0,True
135,0.5,5.0,0.9407407407407408,10.241889293304059,0.0,True
140,0.5,5.0,0.9428571428571428,10.479912758633606,0.0,True
145,0.5,5.0,0.9448275862068966,10.712866901132456,0.0,True
150,0.5,5.0,0.9466666666666667,10.941054184431529,0.0,True
155,0.5,5.0,0.9483870967741935,11.164748671744734,0.0,True
160,0.5,5.0,0.95,11.384199576606164,0.0,True
165,0.5,5.0,0.9515151515151515,11.599634268006692,0.0,True
5,0.5,5.0,1.0,2.23606797749979,0.012673659338734211,False
10,0.5,5.0,1.0,3.162277660168379,0.0007827011290012509,False
15,0.5,5.0,1.0,3.8729833462074166,5.3755588364734486e-05,False
20,0.5,5.0,1.0,4.47213595499958,3.8721082155079856e-06,True
25,0.5,5.0,1.0,5.0,2.866515718125129e-07,True
30,0.5,5.0,1.0,5.477225575051661,2.1602315269930727e-08,True
35,0.5,5.0,1.0,5.916079783099616,1.6485266485233296e-09,True
40,0.5,5.0,1.0,6.324555320336758,1.269814253745949e-10,True
45,0.5,5.0,1.0,6.7082039324993685,9.851675031313789e-12,True
50,0.5,5.0,1.0,7.071067811865475,7.687184222504584e-13,True
55,0.5,5.0,1.0,7.416198487095663,6.0285110237146e-14,True
60,0.5,5.0,1.0,7.745966692414833,4.6629367034256575e-15,True
65,0.5,5.0,1.0,8.062257748298551,4.440892098500626e-16,True
70,0.5,5.0,1.0,8.366600265340756,0.0,True
