generated_tokens,gamma,delta,perplexity,green_fraction,z_score,p_value,prediction
200,0.5,10.0,4.700382814768649,1.0,14.14213562373095,0.0,True
200,0.5,10.0,9.79522528373146,1.0,14.14213562373095,0.0,True
200,0.5,10.0,19.254480654427645,0.995,14.00071426749364,0.0,True
200,0.5,10.0,21.831990963088245,0.995,14.00071426749364,0.0,True
200,0.5,10.0,8.818454449922587,1.0,14.14213562373095,0.0,True
200,0.5,10.0,9.713660109301742,1.0,14.14213562373095,0.0,True
200,0.5,10.0,4.651317331499553,1.0,14.14213562373095,0.0,True
200,0.5,10.0,22.936604608191164,1.0,14.14213562373095,0.0,True
200,0.5,10.0,19.089076851858433,1.0,14.14213562373095,0.0,True
200,0.5,10.0,7.620973602819835,1.0,14.14213562373095,0.0,True
200,0.5,10.0,11.218802994393345,1.0,14.14213562373095,0.0,True
200,0.5,10.0,2.116872603343009,1.0,14.14213562373095,0.0,True
200,0.5,10.0,13.981479089383395,1.0,14.14213562373095,0.0,True
200,0.5,10.0,11.227809244960373,0.995,14.00071426749364,0.0,True
200,0.5,10.0,15.969408762014137,0.99,13.85929291125633,0.0,True
200,0.5,10.0,3.196685672427144,1.0,14.14213562373095,0.0,True
200,0.5,10.0,12.107669476588594,1.0,14.14213562373095,0.0,True
200,0.5,10.0,14.80904555411132,1.0,14.14213562373095,0.0,True
200,0.5,10.0,7.8974193119367095,1.0,14.14213562373095,0.0,True
200,0.5,10.0,16.575318364909165,1.0,14.14213562373095,0.0,True
200,0.5,10.0,16.654667634013627,1.0,14.14213562373095,0.0,True
200,0.5,10.0,6.036249495959822,0.995,14.00071426749364,0.0,True
200,0.5,10.0,12.381025870222478,1.0,14.14213562373095,0.0,True
200,0.5,10.0,5.278198656993529,1.0,14.14213562373095,0.0,True
200,0.5,10.0,10.730515389060232,0.995,14.00071426749364,0.0,True
200,0.5,10.0,8.974666929387016,1.0,14.14213562373095,0.0,True
200,0.5,10.0,16.20391618073661,1.0,14.14213562373095,0.0,True
200,0.5,10.0,14.431786564031968,1.0,14.14213562373095,0.0,True
200,0.5,10.0,18.047336193106617,1.0,14.14213562373095,0.0,True
200,0.5,10.0,14.272142696301728,1.0,14.14213562373095,0.0,True
200,0.5,10.0,17.91260091576056,1.0,14.14213562373095,0.0,True
200,0.5,10.0,4.330390181000578,0.995,14.00071426749364,0.0,True
200,0.5,10.0,16.177901107845486,0.995,14.00071426749364,0.0,True
200,0.5,10.0,13.79694634753502,1.0,14.14213562373095,0.0,True
200,0.5,10.0,6.611888098284607,1.0,14.14213562373095,0.0,True
200,0.5,10.0,2.3543567871822724,1.0,14.14213562373095,0.0,True
200,0.5,10.0,12.49957146265565,1.0,14.14213562373095,0.0,True
200,0.5,10.0,4.947629466597028,1.0,14.14213562373095,0.0,True
200,0.5,10.0,13.901301236463526,1.0,14.14213562373095,0.0,True
200,0.5,10.0,19.731659156494672,1.0,14.14213562373095,0.0,True
200,0.5,10.0,3.1991236252980024,1.0,14.14213562373095,0.0,True
200,0.25,0.0,6.71697008212821,0.32,2.2861904265976327,0.011121560295675015,False
200,0.25,0.0,5.205417416736251,0.285,1.1430952132988164,0.12649953073734221,False
200,0.25,0.0,8.675778718152198,0.215,-1.1430952132988164,0.8735004692626578,False
200,0.25,0.0,3.797626761360231,0.26,0.32659863237109044,0.3719857390375285,False
200,0.25,0.0,6.795698411287957,0.27,0.6531972647421809,0.25681455669656206,False
200,0.25,0.0,10.517161654781301,0.31,1.9595917942265426,0.025021760624352574,False
